"","acceptedScientificName","lat","lon"
"16821","Senegalia macilenta (Rose) Britton & Rose",19.7931996570915,-104.305117045164
"16823","Senegalia tenuifolia (L.) Britton & Rose",-22.2496485593627,-43.7005016098473
"16824","Senegalia praecox (Griseb.) Seigler & Ebinger",-20.28,-63.45
"16825","Senegalia tenuifolia (L.) Britton & Rose",-14.0647,-46.4875
"16826","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",10.833333,1.183333
"16829","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.783333,1.2
"16830","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",11.083333,0.983333
"16831","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",11.166667,1.15
"16832","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.783333,1.216667
"16833","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",10.833333,1.45
"16834","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.866667,1.166667
"16835","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",10.883333,1.45
"16837","Senegalia erythrocalyx (Brenan) Kyal. & Boatwr.",10.883333,1.133333
"16838","Senegalia greggii Britton & Rose",29.1,-100.85
"16839","Senegalia Raf.",-19.9065,-63.5265
"16840","Senegalia Raf.",-19.802333,-63.556833
"16841","Senegalia Raf.",-19.4,-63.533333
"16845","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",7.105278,1.860833
"16846","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",7.333667,2.590333
"16848","Senegalia polyphylla Britton & Rose ex Britton & Killip",15.99444,-96.10972
"16849","Senegalia chundra (Roxb. ex Rottler) Maslin",-12.45,130.8364
"16852","Senegalia tenuifolia (L.) Britton & Rose",-14.06,-46.49
"16853","Senegalia tenuifolia (L.) Britton & Rose",-9.832222,-36.251944
"16855","Senegalia tenuifolia (L.) Britton & Rose",-16.75,-45.116667
"16862","Senegalia gaumeri Britton & Rose",19.84166,-90.53472
"16863","Senegalia gaumeri Britton & Rose",19.841667,-90.534722
"16864","Senegalia polyphylla Britton & Rose ex Britton & Killip",18.772222,-90.726389
"16865","Senegalia polyacantha (Willd.) Seigler & Ebinger",7.434882,1.94363
"16866","Senegalia polyacantha (Willd.) Seigler & Ebinger",7.224234,2.138278
"16867","Senegalia gaumeri Britton & Rose",19.269444,-90.7375
"16869","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",1.241667,14.128833
"16870","Senegalia kamerunensis (Gand.) Kyal. & Boatwr.",1.295167,14.102667
"16871","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.08693,28.60735
"16872","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.04423,28.63206
"16873","Senegalia senegal Britton",-22.12688,28.63456
"16874","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.05526,28.61849
"16875","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.14732,28.57055
"16876","Senegalia senegal Britton",-22.03367,28.51683
"16877","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.04701,28.59475
"16878","Senegalia nigrescens (Oliv.) P.J.H.Hurter",-22.05443,28.56995
"16879","Senegalia mellifera (Vahl) Seigler & Ebinger",-20.17769,23.10602
"16881","Senegalia tonkinensis (I.C.Nielsen) Maslin, Seigler & Ebinger",20.397833,105.561833
"16884","Senegalia kamerunensis (Gand.) Kyal. & Boatwr.",1.293333,14.103333
"16888","Senegalia erythrocalyx (Brenan) Kyal. & Boatwr.",7.166111,2.0725
"16898","Senegalia recurva (Benth.) Seigler & Ebinger",-10.77306,-53.08972
"16899","Senegalia montigena (Brenan & Exell) Kyal. & Boatwr.",-5.06111,38.42777
"16900","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",-5.15138,38.46722
"16901","Senegalia polyphylla Britton & Rose ex Britton & Killip",-0.7,-76.46666
"16902","Senegalia mellifera subsp. mellifera",-3.10527,36.69888
"16907","Senegalia polyacantha (Willd.) Seigler & Ebinger",9.000215,2.280557
"16910","Senegalia tenuifolia (L.) Britton & Rose",15.973056,-95.8675
"16911","Senegalia macilenta (Rose) Britton & Rose",19.790556,-104.385556
"16913","Senegalia mellifera subsp. mellifera",-3.1053,36.6989
"16914","Senegalia mellifera subsp. mellifera",-3.105278,36.698889
"16915","Senegalia montigena (Brenan & Exell) Kyal. & Boatwr.",-5.061111,38.427778
"16916","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",6.916667,2.083333
"16917","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",1.45262,11.33007
"16918","Senegalia mellifera (Vahl) Seigler & Ebinger",-3.10528,36.69889
"16919","Senegalia pervillei var. pervillei",-23.22556,44.11222
"16920","Senegalia hereroensis (Engl.) Kyal. & Boatwr.",-24.625,30.875
"16921","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-23.625,18.875
"16929","Senegalia bonariensis (Gillies) Seigler & Ebinger",-18.18444,-64.92861
"16931","Senegalia adenocalyx (Brenan & Exell) Kyal. & Boatwr.",-5.09333,38.68444
"16932","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",-8.31583,38.96083
"16933","Senegalia nitidifolia (Speg.) Seigler & Ebinger",-26.91666,-54.13333
"16934","Senegalia recurva (Benth.) Seigler & Ebinger",-26.86666,-54.2
"16935","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",9.880139,1.657277
"16936","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.437332,1.021777
"16939","Senegalia bahiensis (Benth.) Seigler & Ebinger",-12.883333,-39.85
"16940","Senegalia berlandieri Britton & Rose",24.508333,-98.508333
"16941","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",-18.553333,17.124167
"16944","Senegalia pennata subsp. kerrii (I.C.Nielsen) Maslin",-17.2833,145.4833
"16945","Senegalia caffra (Thunb.) P.J.H.Hurter & Mabb.",-25.625,29.125
"16946","Senegalia polyphylla Britton & Rose ex Britton & Killip",-10.408889,-50.476111
"16949","Senegalia harleyi Seigler, Ebinger & P.G.Ribeiro",-16.583333,-42.883333
"16950","Senegalia polhillii (Villiers & Du Puy) Boatwr.",-16.3,46.81666
"16951","Senegalia globosa (Bocage & Miotto) L.P.Queiroz",-16.416667,-42.916667
"16952","Senegalia subangulata Britton & Rose",18.218333,-97.673889
"16955","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.6,1.283333
"16956","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.466667,1.016667
"16957","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.594305,1.287624
"16959","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.6125,1.295833
"16962","Senegalia sakalava (Drake) Boatwr.",-16.233333,46.366667
"16965","Senegalia subangulata Britton & Rose",18.20417,-97.68667
"16966","Senegalia occidentalis Britton & Rose",25.987778,-109.048333
"16968","Senegalia harleyi Seigler, Ebinger & P.G.Ribeiro",-16.58,-42.88
"16969","Senegalia parviceps (Speg.) Seigler & Ebinger",-10.4089,-50.4761
"16973","Senegalia rugata Britton & Rose",20.35,105.589167
"16974","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.483333,1
"16975","Senegalia roemeriana Britton & Rose",30.48333,-100.28333
"16976","Senegalia schweinfurthii (Brenan & Exell) Seigler & Ebinger",-16.3,46.81667
"16977","Senegalia senegal var. rostrata (Brenan) Kyal. & Boatwr.",-21.375,25.625
"16978","Senegalia tenuifolia (L.) Britton & Rose",-10.41,-50.48
"16979","Senegalia langsdorfii (Benth.) Seigler & Ebinger",-10.366667,-41.316667
"16981","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-8.31,-36
"16988","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-11.083333,-40.666667
"16989","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-12.163611,-39.186667
"16994","Senegalia montigena (Brenan & Exell) Kyal. & Boatwr.",-5.06666,38.43333
"16995","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",-1.12166,31.50805
"16996","Senegalia praecox (Griseb.) Seigler & Ebinger",-18.25972,-64.82138
"16997","Senegalia montigena (Brenan & Exell) Kyal. & Boatwr.",-8.595,35.63361
"16999","Senegalia adenocalyx (Brenan & Exell) Kyal. & Boatwr.",-6.28333,38.56666
"17001","Senegalia picachensis Britton & Rose",11.65,-85.983333
"17008","Senegalia montigena (Brenan & Exell) Kyal. & Boatwr.",-8.595,35.633611
"17009","Senegalia piauhiensis (Benth.) Seigler & Ebinger",-10.37,-41.32
"17010","Senegalia piauhiensis (Benth.) Seigler & Ebinger",-11.3080255765457,-41.8556706317094
"17011","Senegalia polyphylla Britton & Rose ex Britton & Killip",-20.865556,-51.623056
"17012","Senegalia polyphylla Britton & Rose ex Britton & Killip",-22.150278,-52.450556
"17013","Senegalia tenuifolia (L.) Britton & Rose",-21.644167,-52.053333
"17021","Senegalia roemeriana Britton & Rose",30.7,-101.65
"17022","Senegalia senegal Britton",10.966667,13.916667
"17023","Senegalia burkei (Benth.) Kyal. & Boatwr.",-25.375,28.625
"17024","Senegalia tucumanensis (Griseb.) Seigler & Ebinger",-18.186111,-64.933889
"17025","Senegalia gilliesii (Steud.) Seigler & Ebinger",-18.25,-64.816667
"17032","Senegalia polyphylla Britton & Rose ex Britton & Killip",-8.187222,-36.416667
"17034","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",-5.1,38.49
"17037","Senegalia tucumanensis (Griseb.) Seigler & Ebinger",-18.2,-64.95
"17038","Senegalia montigena (Brenan & Exell) Kyal. & Boatwr.",-5.06722,38.42388
"17039","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",-5.10305,38.49166
"17040","Senegalia brevispica subsp. brevispica",-4.80277,35.01527
"17041","Senegalia nitidifolia (Speg.) Seigler & Ebinger",-27.05,-54.15
"17042","Senegalia nitidifolia (Speg.) Seigler & Ebinger",-27.1,-54.13333
"17043","Senegalia nitidifolia (Speg.) Seigler & Ebinger",-26.983333,-54.166667
"17044","Senegalia parviceps (Speg.) Seigler & Ebinger",-26.9,-54.116667
"17045","Senegalia tucumanensis (Griseb.) Seigler & Ebinger",-27.583333,-55.566667
"17046","Senegalia praecox (Griseb.) Seigler & Ebinger",-26.233333,-58.633333
"17048","Senegalia parviceps (Speg.) Seigler & Ebinger",-27.266667,-54.916667
"17051","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-11.285555,-48.671111
"17054","Senegalia picachensis Britton & Rose",15.838889,-95.975
"17055","Senegalia polyphylla Britton & Rose ex Britton & Killip",-8.18361,-36.40181
"17056","Senegalia berlandieri Britton & Rose",27.58069,-101.18197
"17058","Senegalia greggii Britton & Rose",35.035,-114.693333
"17059","Senegalia tenuifolia (L.) Britton & Rose",-19.009167,-57.653333
"17060","Senegalia berlandieri Britton & Rose",26.173782,-101.416667
"17061","Senegalia greggii Britton & Rose",35.035,-114.69333
"17064","Senegalia kamerunensis (Gand.) Kyal. & Boatwr.",4.966667,-7.25
"17069","Senegalia hildebrandtii (Vatke) Boatwr.",-13.9,48.46667
"17070","Senegalia brevispica subsp. brevispica",-2.72527,36.70583
"17071","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",-4.7,29.61666
"17072","Senegalia schweinfurthii var. schweinfurthii",-6.31666,38.78333
"17073","Senegalia tubulifera (Benth.) Seigler & Ebinger",-6.235278,-78.333611
"17074","Senegalia multipinnata (Ducke) Seigler & Ebinger",-14.3,-60.533333
"17076","Senegalia subangulata Britton & Rose",18.32,-97.821667
"17081","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-22,-49
"17082","Senegalia tubulifera (Benth.) Seigler & Ebinger",-6.24,-78.33
"17083","Senegalia greggii Britton & Rose",34.167556,-113.031833
"17084","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",15.616667,-12.95
"17085","Senegalia senegal Britton",15.633333,-12.833333
"17086","Senegalia senegal Britton",15.683333,-13.2
"17089","Senegalia senegal Britton",15.733333,-12.966667
"17090","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",15.75,-12.933333
"17092","Senegalia senegal Britton",15.633333,-12.85
"17095","Senegalia senegal Britton",15.8,-12.95
"17096","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",15.816667,-12.95
"17097","Senegalia tenuifolia (L.) Britton & Rose",6.572778,-74.350204
"17098","Senegalia greggii Britton & Rose",32.8686,-110.307
"17099","Senegalia greggii Britton & Rose",34.25,-113.1
"17100","Senegalia greggii Britton & Rose",32.8673,-110.304
"17101","Senegalia greggii Britton & Rose",35.09167,-115
"17103","Senegalia greggii Britton & Rose",35.091667,-115
"17105","Senegalia berlandieri Britton & Rose",21.689556,-100.355833
"17106","Senegalia subangulata Britton & Rose",18.314722,-97.818611
"17107","Senegalia hildebrandtii (Vatke) Boatwr.",-14.00278,48.7075
"17113","Senegalia senegal Britton",47.60639,-122.33083
"17114","Senegalia montigena (Brenan & Exell) Kyal. & Boatwr.",-4.26972,37.98638
"17115","Senegalia gaumeri Britton & Rose",21.56944,-88.15277
"17116","Senegalia interior Britton & Rose",21.878333,-102.648333
"17117","Senegalia polyacantha (Willd.) Seigler & Ebinger",8.475437,2.672716
"17118","Senegalia polyacantha (Willd.) Seigler & Ebinger",8.479954,2.670175
"17119","Senegalia polyacantha (Willd.) Seigler & Ebinger",8.485669,2.66977
"17120","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",8.95451,2.381919
"17121","Senegalia riparia Britton & Rose",18.11,-98.298889
"17122","Senegalia picachensis Britton & Rose",17.98703,-98.197435
"17123","Senegalia riparia Britton & Rose",18.223333,-98.166667
"17124","Senegalia berlandieri Britton & Rose",18.146389,-98.066667
"17125","Senegalia gaumeri Britton & Rose",21.569444,-88.152778
"17127","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",7.227,2.406
"17128","Senegalia riparia Britton & Rose",18.110658,-98.305386
"17129","Senegalia tenuifolia (L.) Britton & Rose",15.905,-96.024444
"17130","Senegalia hayesii Britton & Rose",18.583333,-95.066667
"17132","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-25.7880668113237,-53.3091794638374
"17133","Senegalia polyphylla Britton & Rose ex Britton & Killip",-2.262,-77.208
"17134","Senegalia greggii Britton & Rose",33.9617,-111.847
"17135","Senegalia interior Britton & Rose",21.87833,-102.64833
"17137","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.2,2.6
"17139","Senegalia riparia Britton & Rose",18.111944,-98.298055
"17140","Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.",-12.4431,130.8367
"17144","Senegalia chundra (Roxb. ex Rottler) Maslin",-12.443056,130.836667
"17149","Senegalia laeta (R.Br. ex Benth.) Seigler & Ebinger",14.566667,-0.15
"17150","Senegalia laeta (R.Br. ex Benth.) Seigler & Ebinger",14.683333,-0.45
"17152","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",-25.625,30.375
"17153","Senegalia modesta (Wall.) P.J.H.Hurter",34.75,72.95
"17154","Senegalia modesta (Wall.) P.J.H.Hurter",33.53,72.87
"17155","Senegalia kallunkiae (J.W.Grimes & Barneby) Seigler & Ebinger",-13.4,-41.283333
"17157","Senegalia tenuifolia (L.) Britton & Rose",-21.555,-47.7044
"17160","Senegalia brevispica subsp. brevispica",-3.36611,36.14722
"17161","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",-3.36944,36.84166
"17166","Senegalia Raf.",-20.211111,-43.505278
"17167","Senegalia grandistipula (Benth.) Seigler & Ebinger",-22.25,-44.566667
"17168","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",11.065167,0.930667
"17169","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",9.166667,2.166667
"17170","Senegalia erythrocalyx (Brenan) Kyal. & Boatwr.",6.733333,2.116667
"17172","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",9.0125,2.2625
"17176","Senegalia occidentalis Britton & Rose",27.143333,-107.571667
"17177","Senegalia greggii Britton & Rose",28.041667,-111.141667
"17178","Senegalia serra (Benth.) Seigler & Ebinger",-20.2,-43.48
"17179","Senegalia tenuifolia (L.) Britton & Rose",-19.428611,-57.040278
"17181","Senegalia occidentalis Britton & Rose",28.03333,-111.13333
"17187","Senegalia megaladena var. indochinensis (I.C.Nielsen) Maslin, Seigler & Ebinger",19.666667,98.083333
"17192","Senegalia gaumeri Britton & Rose",21.028503,-89.638678
"17193","Senegalia laeta (R.Br. ex Benth.) Seigler & Ebinger",14.45,-0.233333
"17195","Senegalia laeta (R.Br. ex Benth.) Seigler & Ebinger",14.945833,-0.756389
"17197","Senegalia tenuifolia (L.) Britton & Rose",3.16667,-58.66667
"17199","Senegalia polyphylla Britton & Rose ex Britton & Killip",-19.016667,-57.65
"17200","Senegalia polyphylla Britton & Rose ex Britton & Killip",-16.580278,-41.50825
"17201","Senegalia polyphylla Britton & Rose ex Britton & Killip",-8.39175,-36.414278
"17203","Senegalia polyphylla Britton & Rose ex Britton & Killip",-8.2,-36.414167
"17205","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-16.505278,-41.5075
"17206","Senegalia bahiensis (Benth.) Seigler & Ebinger",-11.199167,-40.486111
"17208","Senegalia bahiensis (Benth.) Seigler & Ebinger",-12.033611,-39.0175
"17210","Senegalia multipinnata (Ducke) Seigler & Ebinger",3.166667,-58.666667
"17211","Senegalia tenuifolia (L.) Britton & Rose",3.16666,-58.66666
"17214","Senegalia bahiensis (Benth.) Seigler & Ebinger",-12.035,-39.010556
"17217","Senegalia polyphylla Britton & Rose ex Britton & Killip",-15.577222,-41.273889
"17218","Senegalia polyphylla Britton & Rose ex Britton & Killip",-14.756667,-40.676389
"17219","Senegalia polyphylla Britton & Rose ex Britton & Killip",-16.580278,-41.508333
"17220","Senegalia bahiensis (Benth.) Seigler & Ebinger",-12.036667,-39.025278
"17221","Senegalia tenuifolia (L.) Britton & Rose",-9.158056,-40.301944
"17222","Senegalia tenuifolia (L.) Britton & Rose",3.16,-58.66
"17224","Senegalia tenuifolia (L.) Britton & Rose",1.565,-59.2383
"17227","Senegalia tenuifolia (L.) Britton & Rose",16.021111,-95.420555
"17228","Senegalia polyphylla Britton & Rose ex Britton & Killip",-8.18583,-36.40167
"17229","Senegalia bahiensis (Benth.) Seigler & Ebinger",-12.05,-39.010556
"17231","Senegalia megaladena var. indochinensis (I.C.Nielsen) Maslin, Seigler & Ebinger",13.433333,101.916667
"17232","Senegalia caesia (L.) Maslin, Seigler & Ebinger",20.350833,105.582
"17235","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",10.466667,1.366667
"17236","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",7.466667,2.416667
"17239","Senegalia gaumeri Britton & Rose",23.950465,-102.532886
"17250","Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.",37.87167,-122.27167
"17251","Senegalia praecox (Griseb.) Seigler & Ebinger",-17.85,-62.8
"17252","Senegalia praecox (Griseb.) Seigler & Ebinger",-17.74166,-63.2
"17253","Senegalia etilis (Speg.) Seigler & Ebinger",-17.5,-63.6
"17254","Senegalia tenuifolia (L.) Britton & Rose",-0.09805,-80.14305
"17255","Senegalia brevispica subsp. brevispica",-4.85972,34.87777
"17258","Senegalia gaumeri Britton & Rose",21.238333,-89.276111
"17259","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",9.073867,2.148459
"17263","Senegalia subangulata Britton & Rose",18.288611,-95.809167
"17267","Senegalia polyacantha subsp. campylacantha (Hochst. ex A.Rich.) Kyal. & Boatwr.",7.316667,2.083333
"17268","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",11.816667,3.366667
"17270","Senegalia picachensis Britton & Rose",15.839444,-95.972222
"17271","Senegalia subangulata Britton & Rose",18.295,-97.80861
"17272","Senegalia hayesii Britton & Rose",19.548056,-96.709167
"17273","Senegalia purpusii Britton & Rose",18.344233,-97.534375
"17274","Senegalia picachensis Britton & Rose",15.841944,-95.974222
"17279","Senegalia tenuifolia (L.) Britton & Rose",-19.4725,-57.016667
"17281","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",11.083333,2.9
"17282","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",11.8,3.366667
"17286","Senegalia picachensis Britton & Rose",15.84194,-95.97389
"17287","Senegalia mellifera subsp. detinens (Burch.) Kyal. & Boatwr.",-22.375,19.375
"17288","Senegalia mellifera subsp. mellifera",-28.625,20.375
"17289","Senegalia bahiensis (Benth.) Seigler & Ebinger",-9.505556,-37.818056
"17304","Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger",-13.521944,-48.135556
"17305","Senegalia velutina (DC.) Seigler & Ebinger",-27,-55
"17306","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",-1.08138,31.42972
"17307","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",-1.01666,31.61666
"17308","Senegalia brevispica subsp. brevispica",-4.74916,38.81833
"17309","Senegalia praecox (Griseb.) Seigler & Ebinger",-18.10833,-63.95
"17310","Senegalia polyphylla Britton & Rose ex Britton & Killip",15.948056,-96.089444
"17311","Senegalia velutina (DC.) Seigler & Ebinger",-26.9,-54.3
"17312","Senegalia polyphylla Britton & Rose ex Britton & Killip",19.233889,-104.338333
"17313","Senegalia velutina (DC.) Seigler & Ebinger",-26.916389,-54.3
"17320","Senegalia mahrana (Thulin & Al-Gifri) Ragup., Seigler, Ebinger & Maslin",15.8,52.16667
"17321","Senegalia asak (Forssk.) Kyal. & Boatwr.",14.51667,48.75
"17322","Senegalia hamulosa (Benth.) Boatwr.",14.61667,49.03333
"17323","Senegalia senegal Britton",16.61667,52.95
"17324","Senegalia hamulosa (Benth.) Boatwr.",14.93333,49
"17325","Senegalia hamulosa (Benth.) Boatwr.",14.9,49.05
"17326","Senegalia hamulosa (Benth.) Boatwr.",14.61667,49.01667
"17327","Senegalia senegal Britton",16.65,53.05
"17332","Senegalia anisophylla Britton & Rose",23.1432281796989,-100.446817673106
"17333","Senegalia polyphylla Britton & Rose ex Britton & Killip",19.233333,-104.333333
"17335","Senegalia tenuifolia (L.) Britton & Rose",15.957222,-95.949722
"17336","Senegalia nitidifolia (Speg.) Seigler & Ebinger",-29.1722202425527,-51.1799546835515
"17337","Senegalia velutina (DC.) Seigler & Ebinger",-29.4022224065228,-51.2540616990349
"17340","Senegalia senegal Britton",-26.3,32.348889
"17341","Senegalia pentagona (Schumach.) Kyal. & Boatwr.",0.416667,9.483333
"17343","Senegalia Raf.",-21.141667,-56.590555
"17344","Senegalia tenuifolia (L.) Britton & Rose",-21.141944,-56.590555
"17345","Senegalia tenuifolia (L.) Britton & Rose",-19.428056,-57.033333
"17347","Senegalia greggii Britton & Rose",33.566597,-113.075858
"17348","Senegalia Raf.",-17.916667,-64.55
"17351","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",10.711667,1.365
"17352","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",10.72,1.208333
"17353","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.211667,1.445
"17356","Senegalia gourmaensis (A.Chev.) Kyal. & Boatwr.",10.766667,1.4
"17357","Senegalia asak (Forssk.) Kyal. & Boatwr.",14.52,48.75
"17359","Senegalia pennata subsp. kerrii (I.C.Nielsen) Maslin",-17.2667,145.4833
"17363","Senegalia dudgeonii (Craib ex Holland) Kyal. & Boatwr.",10.371389,1.307222
"17364","Senegalia macrostachya (Rchb. ex DC.) Kyal. & Boatwr.",14.116,-16.033
"17366","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",14.583,-16.966
"17369","Senegalia tenuifolia (L.) Britton & Rose",-21.2753,-47.3042
"17371","Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger",-18.382222,-59.424722
"17372","Senegalia brevispica subsp. brevispica",-4.95555,35.20555
"17373","Senegalia tucumanensis (Griseb.) Seigler & Ebinger",-20.400278,-63.929722
"17374","Senegalia grandistipula (Benth.) Seigler & Ebinger",-23.55,-46.716667
"17375","Senegalia bahiensis (Benth.) Seigler & Ebinger",-10.733333,-40.35
"17376","Senegalia reniformis Britton & Rose",21.02213,-99.508302
"17378","Senegalia macilenta (Rose) Britton & Rose",19.7714147154068,-104.294115703563
"17379","Senegalia reniformis Britton & Rose",21.0097130848485,-99.512057190565
"17384","Senegalia tenuifolia (L.) Britton & Rose",-22.82,-46.92
"17385","Senegalia anisophylla Britton & Rose",21.02,-99.508333
"17387","Senegalia anisophylla Britton & Rose",21.022778,-99.501667
"17388","Senegalia anisophylla Britton & Rose",21.01667,-99.5
"17390","Senegalia reniformis Britton & Rose",21.02,-99.52
"17392","Senegalia polyphylla Britton & Rose ex Britton & Killip",-8.1949,-48.0483
"17393","Senegalia goetzei subsp. goetzei",-3.9,39.6
"17398","Senegalia langsdorfii (Benth.) Seigler & Ebinger",-8.733611,-42.489167
"17403","Senegalia langsdorfii (Benth.) Seigler & Ebinger",-8.733611,-40
"17411","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.575,-36.879167
"17413","Senegalia langsdorfii (Benth.) Seigler & Ebinger",-11.574167,-41.845556
"17416","Senegalia riparia Britton & Rose",10.847222,-85.784722
"17422","Senegalia riparia Britton & Rose",10.8475,-85.777778
"17438","Senegalia tucumanensis (Griseb.) Seigler & Ebinger",-18.133333,-63.816667
"17444","Senegalia riparia Britton & Rose",10.84722,-85.78472
"17445","Senegalia senegal var. senegal",5.15,36.2
"17448","Senegalia mattogrossensis (Malme) Seigler & Ebinger",-15,-47
"17449","Senegalia tenuifolia (L.) Britton & Rose",-23,-48
"17451","Senegalia berlandieri Britton & Rose",25.961667,-100.015
"17452","Senegalia berlandieri Britton & Rose",26.212778,-100.10775
"17453","Senegalia subangulata Britton & Rose",18.325,-97.475
"17455","Senegalia polyphylla Britton & Rose ex Britton & Killip",-18.18,-63.55
"17456","Senegalia berlandieri Britton & Rose",26.2128,-100.10775
"17457","Senegalia fiebrigii (Hassl.) Seigler & Ebinger",-18.17,-63.52
"17458","Senegalia parviceps (Speg.) Seigler & Ebinger",-18.47,-63.17
"17460","Senegalia martiusiana (Steud.) Seigler & Ebinger",-15.93,-47.88
"17461","Senegalia tucumanensis (Griseb.) Seigler & Ebinger",-18.02,-64.1
"17462","Senegalia paganuccii Seigler, Ebinger & P.G.Ribeiro",-12.4222527228342,-41.7703653572513
"17463","Senegalia bahiensis (Benth.) Seigler & Ebinger",-8.575,-36.8792
"17464","Senegalia polyphylla Britton & Rose ex Britton & Killip",4.216667,-74.666667
"17466","Senegalia berlandieri Britton & Rose",26.2128,-100.1078
"17467","Senegalia polyacantha (Willd.) Seigler & Ebinger",11.65,3.216667
"17468","Senegalia polyacantha (Willd.) Seigler & Ebinger",11.4,2.983333
"17469","Senegalia ataxacantha (DC.) Kyal. & Boatwr.",11.55,3.2
"17471","Senegalia polyphylla Britton & Rose ex Britton & Killip",9.767769,-74.827103
"17472","Senegalia Raf.",-18.016667,-64.1
"17474","Senegalia Raf.",-18.1,-63.516667
"17476","Senegalia Raf.",-18.15,-63.816667
"17477","Senegalia Raf.",-18.183333,-63.55
"17479","Senegalia Raf.",-18.466667,-63.166667
"17481","Senegalia langsdorfii (Benth.) Seigler & Ebinger",-8.733333,-42.489167
"17488","Senegalia tamarindifolia (L.) Britton & Rose",16.09,-61.77
